"","Year","Month","Week","Day","ActiveEnergy","ReactiveEnergy","Kitchen","Laundry","EWAC"
"844",2009,4,17,23,19024.333352,2924.2333344,1068,395,5511
"845",2009,4,17,24,19900.800005,3013.6666684,0,383,9677
"846",2009,4,17,25,33704.733337,3926.5333332,2007,3901,13225
"847",2009,4,17,26,29693.766651,3826.9666687,3053,3017,10561
"848",2009,4,17,27,22527.133329,2673.4666659,995,376,7021
"849",2009,4,17,28,28439.766669,2672.7666666,2068,371,11469
"850",2009,4,17,29,27744.666676,2360.2666642,1043,2492,9372
"851",2009,4,18,30,30579.36666,2300.9333328,1027,363,15305
"852",2009,5,18,1,25213.366656,3174.3666657,1067,1052,11709
"853",2009,5,18,2,23231.833321,2993.6666644,1430,374,9760
"854",2009,5,18,3,26814.633311,2994.9666667,3207,2593,7226
"855",2009,5,18,4,27798.033329,2434.2666671,1007,411,11374
"856",2009,5,18,5,28857.900003,2365.2333343,1049,5539,10166
"857",2009,5,18,6,22498.366681,2439.6333322,1038,1797,9058
"858",2009,5,19,7,16877.466673,2250.133335,0,374,7992
"859",2009,5,19,8,30952.600012,2581.3666666,2226,848,15426
"860",2009,5,19,9,21022.533333,3049.7333339,2090,382,6605
"861",2009,5,19,10,32793.899988,3418.1999978,4300,6670,8693
"862",2009,5,19,11,25286.266658,2640.666667,1035,457,11009
"863",2009,5,19,12,27099.266675,2500.3666661,0,2713,11335
"864",2009,5,19,13,20773.300002,2859.4333326,1419,553,7127
"865",2009,5,20,14,26783.066673,2531.8333328,0,4065,11499
"866",2009,5,20,15,23703.766655,2342.4333366,1382,494,12195
"867",2009,5,20,16,33456.300002,3108.3666642,1705,4820,12265
"868",2009,5,20,17,25729.40001,3774.3333344,2555,1926,7168
"869",2009,5,20,18,20165.099967,2576.0000008,763,374,8971
"870",2009,5,20,19,26955.733334,3148.0666678,3253,792,10981
"871",2009,5,20,20,21786.03335,3039.7000005,1061,1889,9470
"872",2009,5,21,21,26252.500012,3539.9333335,1553,1278,12563
"873",2009,5,21,22,17913.433336,3954.0333337,982,1207,8078
"874",2009,5,21,23,25509.966681,3220.8333326,480,1844,12579
"875",2009,5,21,24,21463.100008,2953.3333326,45,446,10256
"876",2009,5,21,25,22568.266661,3052.7000003,920,966,9930
"877",2009,5,21,26,22314.966669,2113.0666665,1191,866,10100
"878",2009,5,21,27,25738.200005,2081.6999999,1052,2355,11076
"879",2009,5,22,28,19662.266652,2146.4333331,1502,421,9049
"880",2009,5,22,29,20714.100008,2452.4999989,1005,434,10112
"881",2009,5,22,30,27651.766682,3894.7999986,2787,1707,11557
"882",2009,5,22,31,15948.166652,3343.5999986,1466,458,5720
"883",2009,6,22,1,24054.333349,3831.2666668,2789,461,11361
"884",2009,6,22,2,18177.299996,3728.2666679,0,506,7892
"885",2009,6,22,3,22609.633336,3348.7666677,940,1370,11577
"886",2009,6,23,4,17261.000002,2744.3666678,1906,455,6905
"887",2009,6,23,5,20506.000003,2615.8333336,0,456,12515
"888",2009,6,23,6,24590.833328,3891.6000004,1769,2732,10611
"889",2009,6,23,7,20123.199971,3648.8333347,2077,1641,6034
"890",2009,6,23,8,19646.266668,2156.0000009,1024,432,8551
"891",2009,6,23,9,22214.166638,2573.2666679,1000,414,10695
"892",2009,6,23,10,26716.599999,2653.4666656,1032,4745,9889
"893",2009,6,24,11,21677.499993,2665.5333344,0,472,10610
"894",2009,6,24,12,18362.199998,2545.0666677,1009,460,7137
"895",2009,6,24,13,17364.1095568838,2866.05789152922,0,1114.10617059891,8710.45190562613
"896",2009,6,24,14,36339.8256326679,4081.03809865699,0,512.014519056261,23711.6515426497
"897",2009,6,24,15,28307.4148084483,4109.75400991379,916,379.379310344828,16283.8965517241
"898",2009,6,24,16,25146.533349,3536.4666664,2983,1221,13691
"899",2009,6,24,17,16466.93332,3214.3333339,975,611,7193
"900",2009,6,25,18,19428.333329,2765.9000007,0,461,11223
"901",2009,6,25,19,18114.433326,2737.6666666,969,475,7737
"902",2009,6,25,20,18451.666653,2984.2666668,0,2657,9159
"903",2009,6,25,21,14252.36666,2692.1000002,1039,412,6002
"904",2009,6,25,22,18234.966654,2702.0666682,0,449,11148
"905",2009,6,25,23,17320.233344,2731.2000001,1010,1261,8186
"906",2009,6,25,24,25581.233319,3238.7000019,3059,1239,14275
"907",2009,6,26,25,12856.033331,3066.1000014,0,495,6224
"908",2009,6,26,26,21288.699996,3981.0999995,1826,538,9952
"909",2009,6,26,27,28484.200014,4527.0666675,2663,2432,13468
"910",2009,6,26,28,17656.566657,4630.3999998,0,1421,6742
"911",2009,6,26,29,16835.566668,3933.7666665,1794,598,6462
"912",2009,6,26,30,19874.099991,4719.1666676,582,1034,8989
"913",2009,7,26,1,20305.700005,4429.0333337,989,590,9747
"914",2009,7,27,2,20709.633319,4605.2999993,637,603,8032
"915",2009,7,27,3,14402.466644,4099.9333329,856,642,7371
"916",2009,7,27,4,20642.799994,6231.6999997,2084,2329,6791
"917",2009,7,27,5,23512.266675,6385.8000001,3215,1438,8014
"918",2009,7,27,6,15904.333348,4516.2000019,429,755,7142
"919",2009,7,27,7,18502.266658,4277.3000003,1292,3619,5704
"920",2009,7,27,8,20573.333321,3686.5999999,0,3514,9308
"921",2009,7,28,9,14104.199998,3244.2000026,0,656,4783
"922",2009,7,28,10,19877.433328,3636.8999972,988,2624,7492
"923",2009,7,28,11,16566.133333,4157.8666677,981,683,7756
"924",2009,7,28,12,8557.966702,3191.3333331,0,589,4060
"925",2009,7,28,13,8279.100033,3275.4333343,0,594,3881
"926",2009,7,28,14,15190.500021,4442.8999997,2303,618,6155
"927",2009,7,28,15,11967.900014,3161.533333,878,932,5820
"928",2009,7,29,16,9992.566661,4322.1000002,0,1724,3902
"929",2009,7,29,17,12196.800015,2985.5666666,0,626,6670
"930",2009,7,29,18,16106.833349,3638.9666667,0,663,5389
"931",2009,7,29,19,20060.733358,4320.8333343,0,598,5058
"932",2009,7,29,20,11041.433359,3631.0666677,914,784,4948
"933",2009,7,29,21,13562.700028,4445.0000005,0,981,7795
"934",2009,7,29,22,12325.533359,3974.666668,0,681,3965
"935",2009,7,30,23,17166.666659,3648.5000022,926,622,9064
"936",2009,7,30,24,9362.300014,3475.5999994,0,630,4128
"937",2009,7,30,25,8944.799987,3257.666667,0,577,3716
"938",2009,7,30,26,9050.266691,3996.6333351,0,1019,3799
"939",2009,7,30,27,11476.100002,5365.8333349,0,2062,5202
"940",2009,7,30,28,15047.499977,4212.7666688,0,4899,4353
"941",2009,7,30,29,15033.333346,3091.1333347,869,749,7549
"942",2009,7,31,30,13205.433349,3303.4333314,0,2304,4040
"943",2009,7,31,31,16263.833331,3804.100001,865,3423,6302
"944",2009,8,31,1,11782.766646,4044.3666669,0,844,6248
"945",2009,8,31,2,8162.066687,3424.8666675,0,637,3539
"946",2009,8,31,3,8338.300008,3288.333333,0,605,3811
"947",2009,8,31,4,8481.53331,3272.9999987,0,607,3871
"948",2009,8,31,5,8644.2,3464.9000009,0,620,4042
"949",2009,8,32,6,8877.866689,3579.7666656,0,659,4193
"950",2009,8,32,7,8988.266664,3688.166666,0,668,4232
"951",2009,8,32,8,8774.533343,3567.8000005,0,646,4093
"952",2009,8,32,9,16637.233331,4738.7666637,1984,2380,5154
"953",2009,8,32,10,17822.633336,4970.8000006,0,3719,6012
"954",2009,8,32,11,15849.233324,5124.1666665,857,1467,6577
"955",2009,8,32,12,13740.59999,4542.533332,912,689,4991
"956",2009,8,33,13,13722.583337,3630.5499996,1215,3702,2154.5
"957",2009,8,33,14,12477.933313,4022.1333334,429,850,4647
"958",2009,8,33,15,25234.36666,6412.7000012,3437,1852,8922
"959",2009,8,33,16,20295.199985,6817.5333352,1604,1094,5691
"960",2009,8,33,17,13098.46667,4191.0333329,1,813,6261
"961",2009,8,33,18,18009.966667,4112.0666679,2306,1440,6324
"962",2009,8,33,19,14679.03335,4383.233334,896,812,6044
"963",2009,8,34,20,12928.700002,4348.1666667,0,883,6138
"964",2009,8,34,21,19362.433337,4372.6999968,3043,887,7527
"965",2009,8,34,22,25812.299995,6963.9000002,4544,3203,8549
"966",2009,8,34,23,17778.466682,6197.1333321,949,819,6994
"967",2009,8,34,24,20870.899989,4751.7333336,2279,737,8247
"968",2009,8,34,25,15726.833337,4613.7666666,1140,755,6291
"969",2009,8,34,26,18942.433366,4486.9000011,2131,1516,7860
"970",2009,8,35,27,12491.100025,4186.7666669,0,664,4283
"971",2009,8,35,28,18647.366647,4114.8333329,1778,1125,7485
"972",2009,8,35,29,23140.233333,5258.6666677,905,1483,11707
"973",2009,8,35,30,27805.700003,4901.3999989,2653,1363,10648
"974",2009,8,35,31,21092.033332,3655.300002,960,678,9974
"975",2009,9,35,1,16342.26667,3617.8666673,0,697,6073
"976",2009,9,35,2,20380.233341,3464.3000001,947,659,9921
"977",2009,9,36,3,20853.133306,3557.2999993,3319,3099,5011
"978",2009,9,36,4,17073.133355,3017.7333337,0,636,8095
"979",2009,9,36,5,25231.099986,4501.1333337,2988,2248,10433
"980",2009,9,36,6,20477.166654,3675.5333318,995,588,9031
"981",2009,9,36,7,20357.633348,3358.2000016,2196,577,8299
"982",2009,9,36,8,18104.233328,3336.7333327,1002,577,8533
"983",2009,9,36,9,25355.733344,3726.1999993,964,3832,10671
"984",2009,9,37,10,18539.23337,3373.1999991,928,600,6508
"985",2009,9,37,11,20235.766666,3056.2999996,0,631,11693
"986",2009,9,37,12,34405.966655,5419.9333334,9583,1202,12601
"987",2009,9,37,13,26193.600027,4520.9666675,4146,612,10188
"988",2009,9,37,14,26247.633315,3994.4333319,2843,603,9091
"989",2009,9,37,15,24280.099993,3071.2666658,1769,560,8644
"990",2009,9,37,16,29052.699997,3295.7666679,1035,3470,13384
"991",2009,9,38,17,20390.433346,2788.0333323,0,563,9710
"992",2009,9,38,18,22900.533361,2820.1999987,1993,652,9151
"993",2009,9,38,19,35595.166677,4391.5333332,1607,4050,14845
"994",2009,9,38,20,33922.133333,4928.2333344,4532,2466,11935
"995",2009,9,38,21,23631.133351,3569.4333327,921,604,10844
"996",2009,9,38,22,20775.600002,3454.2666668,937,597,8502
"997",2009,9,38,23,27276.833338,3932.7333339,2085,978,12884
"998",2009,9,39,24,23770.966692,3734.6000017,1051,621,10374
"999",2009,9,39,25,19350.266662,3464.9333348,0,594,9694
"1000",2009,9,39,26,25937.566673,4800.6999993,1943,571,14581
"1001",2009,9,39,27,23507.866657,3841.3999997,1817,4571,8554
"1002",2009,9,39,28,21657.599969,3219.9666677,0,603,10797
"1003",2009,9,39,29,19106.633315,3331.3000002,1031,603,7322
"1004",2009,9,39,30,29601.533314,3543.4666681,970,8080,9246
"1005",2009,10,40,1,21454.2,3090.2666669,950,602,9433
"1006",2009,10,40,2,19211.133347,3052.6,0,570,10142
"1007",2009,10,40,3,28612.33332,4256.6000003,3644,920,14480
"1008",2009,10,40,4,27018.433325,3753.4999983,3189,3499,8980
"1009",2009,10,40,5,21258.699978,2692.3333323,984,542,7983
"1010",2009,10,40,6,23807.466656,2987.933333,1,543,8806
"1011",2009,10,40,7,30363.900005,3457.0333334,734,4334,9908
"1012",2009,10,41,8,26286.099999,3110.2333319,2091,619,11568
"1013",2009,10,41,9,22531.033325,3140.2999996,0,559,10718
"1014",2009,10,41,10,33545.933324,4260.3666657,4510,570,14811
"1015",2009,10,41,11,32315.599969,4483.9666657,4111,6454,8648
"1016",2009,10,41,12,22526.733328,2628.5666702,997,515,9420
"1017",2009,10,41,13,24151.666672,2756.5333363,983,530,9530
"1018",2009,10,41,14,28520.399979,2918.1666674,2001,3131,10013
"1019",2009,10,42,15,24832.933343,2327.2000021,1629,463,9641
"1020",2009,10,42,16,25281.00001,2423.0666685,0,482,11136
"1021",2009,10,42,17,45701.333327,4352.5333348,5490,4364,18326
"1022",2009,10,42,18,25936.066672,2377.3999993,712,499,11144
"1023",2009,10,42,19,22818.466672,2239.300001,1104,457,8227
"1024",2009,10,42,20,28713.466669,2525.9666685,760,450,11005
"1025",2009,10,42,21,32825.100011,3202.8333317,2031,5916,8569
"1026",2009,10,43,22,23328.499994,2597.5000012,0,492,11074
"1027",2009,10,43,23,29290.833348,3278.4000003,3180,495,11696
"1028",2009,10,43,24,43573.466678,3641.0666663,6202,518,15941
"1029",2009,10,43,25,40108.933316,4053.0333323,3010,6181,13691
"1030",2009,10,43,26,18539.066651,2670.2666659,475,468,5788
"1031",2009,10,43,27,18612.599995,2896.6333332,579,449,8367
"1032",2009,10,43,28,21145.133328,2749.5333342,1044,463,9318
"1033",2009,10,44,29,33023.999998,4197.3666649,765,4125,5677
"1034",2009,10,44,30,24889.300031,2808.8999992,1779,2005,8828
"1035",2009,10,44,31,31265.699992,2850.9666692,1773,2514,14637
"1036",2009,11,44,1,30719.46668,3698.3666665,1970,470,12215
"1037",2009,11,44,2,25070.433322,2834.7000013,1881,471,7490
"1038",2009,11,44,3,37778.133332,4029.3666673,2009,3951,9025
"1039",2009,11,44,4,30029.999986,2873.7999994,1075,4008,12246
"1040",2009,11,45,5,26007.76667,2651.0666665,1105,532,9868
"1041",2009,11,45,6,23174.166677,2822.5666656,0,442,11326
"1042",2009,11,45,7,25952.933324,3294.6666658,2187,408,10014
"1043",2009,11,45,8,41800.033338,3778.1333337,4941,2075,14871
"1044",2009,11,45,9,23461.666673,2966.0333347,1126,430,7640
"1045",2009,11,45,10,26769.733317,2788.3666689,1118,432,11788
"1046",2009,11,45,11,34008.000004,3717.8000009,2338,5105,11214
"1047",2009,11,46,12,24384.433338,2553.3000022,1486,429,9403
"1048",2009,11,46,13,25548.766672,2615.533333,1856,407,9178
"1049",2009,11,46,14,42674.266663,4097.4666692,4169,2411,18868
"1050",2009,11,46,15,32788.46668,3519.1333329,991,5278,9446
"1051",2009,11,46,16,25241.133329,2619.8999996,2021,545,9354
"1052",2009,11,46,17,28471.566664,2793.800002,0,453,11616
"1053",2009,11,46,18,43986.233315,3398.0000001,6012,7655,13787
"1054",2009,11,47,19,24580.800006,2484.2333347,0,481,10936
"1055",2009,11,47,20,32683.6,2433.7666672,843,407,12816
"1056",2009,11,47,21,41614.266637,3521.7333342,5694,1997,12553
"1057",2009,11,47,22,40849.599998,3710.6333336,6774,411,16097
"1058",2009,11,47,23,24518.699998,2472.2999999,0,402,8230
"1059",2009,11,47,24,35480.933324,2563.6666684,2491,4579,9086
"1060",2009,11,47,25,33002.166683,2924.5999993,745,5083,10596
"1061",2009,11,48,26,26660.433309,2359.033335,2262,407,10069
"1062",2009,11,48,27,23000.433328,2217.5333336,0,396,11599
"1063",2009,11,48,28,30982.499971,3753.6333312,3199,386,14350
"1064",2009,11,48,29,27516.033331,3184.2666643,1073,3061,7828
"1065",2009,11,48,30,29086.499979,2556.366667,1080,361,12039
"1066",2009,12,48,1,29272.966675,2364.5666674,0,354,10821
"1067",2009,12,48,2,39094.466678,2837.1666688,1143,7052,12851
"1068",2009,12,49,3,24661.466668,2420.3666653,1039,402,9906
"1069",2009,12,49,4,28521.566664,3053.7000002,1158,352,9134
"1070",2009,12,49,5,39196.033322,4568.5333323,3822,351,13324
"1071",2009,12,49,6,39638.133331,4864.8666673,2850,4175,12420
"1072",2009,12,49,7,29043.966666,2751.4666682,1132,358,10291
"1073",2009,12,49,8,33448.06668,2986.5333339,1108,350,15376
"1074",2009,12,49,9,30039.26664,3126.5666645,2054,3355,7971
"1075",2009,12,50,10,34300.699997,3727.7333335,2823,351,15435
"1076",2009,12,50,11,29741.033336,3660.4000008,1546,385,11251
"1077",2009,12,50,12,30273.000017,4145.4999991,1087,4120,8198
"1078",2009,12,50,13,35646.9,3703.1666672,3984,417,13178
"1079",2009,12,50,14,29914.36666,2533.033334,1090,2280,10742
"1080",2009,12,50,15,32335.266662,2705.7333344,1111,392,14084
"1081",2009,12,50,16,23247.899996,2573.833334,1143,2943,8104
"1082",2009,12,51,17,28619.699989,2482.8333334,0,308,14395
"1083",2009,12,51,18,29078.43335,2673.633334,1195,304,11466
"1084",2009,12,51,19,36738.899998,2293.466667,1165,2662,13681
"1085",2009,12,51,20,19069.43334,2035.0000002,1237,313,7795
"1086",2009,12,51,21,33916.1,2865.799999,3293,282,11473
"1087",2009,12,51,22,31467.03333,2556.0333329,0,285,15829
"1088",2009,12,51,23,24253.333335,2256.9333331,1143,284,11205
"1089",2009,12,52,24,48431.566677,3394.3333326,5184,5575,15198
"1090",2009,12,52,25,35460.799995,3206.399999,3371,3895,14288
"1091",2009,12,52,26,36393.63332,2681.399999,1186,4294,16047
"1092",2009,12,52,27,36590.866689,3452.733331,4218,318,12450
"1093",2009,12,52,28,34901.633313,3027.8000006,2175,2063,14934
"1094",2009,12,52,29,34132.799974,4034.1666657,1260,346,10205
"1095",2009,12,52,30,40851.833326,4446.5666668,5284,4539,12484
"1096",2009,12,53,31,36864.866634,3110.1999994,0,387,19409
"1097",2010,1,1,1,20404.200012,2755.6000004,2304,327,3558
"1098",2010,1,1,2,21863.433339,3327.9333339,801,298,6442
"1099",2010,1,1,3,34724.233334,3193.4999985,3842,4920,10074
"1100",2010,1,1,4,26735.533324,2606.733334,0,292,10812
"1101",2010,1,1,5,36996.333336,2482.2666675,1785,293,16468
"1102",2010,1,1,6,29619.666677,2534.6666673,1731,3256,11359
"1103",2010,1,1,7,29490.699984,1917.0666661,1198,255,12936
"1104",2010,1,2,8,29953.466673,2662.999999,0,994,12531
"1105",2010,1,2,9,38948.333341,3323.3333343,2781,4855,14734
"1106",2010,1,2,10,41807.766644,3786.1666667,3564,2032,14108
"1107",2010,1,2,11,25311.399987,2603.4333338,1251,340,10279
"1108",2010,1,2,12,36662.5300911534,3226.4666857,1550.23130990415,4487.23130990415,19052.1974440895
"1109",2010,1,2,13,41706.0196493291,2688.000048,1713.73801916933,1713.73801916933,16280.5111821086
"1110",2010,1,2,14,44890.6179775176,3302.766705,2307.03067092652,501.030670926518,5854.79137380192
"1111",2010,1,3,15,36612.666657,3638.1666652,1957,2952,13546
"1112",2010,1,3,16,35835.200004,4041.9666689,2605,2415,13652
"1113",2010,1,3,17,31775.933334,3149.7666675,1992,298,15044
"1114",2010,1,3,18,31351.633327,3196.2000005,617,295,12981
"1115",2010,1,3,19,40558.466668,2695.9000013,2044,653,19311
"1116",2010,1,3,20,39195.466689,3330.9999998,2317,3341,14563
"1117",2010,1,3,21,35630.933311,3090.3333337,894,449,16451
"1118",2010,1,4,22,29843.766658,2614.3000015,699,352,14512
"1119",2010,1,4,23,43525.033325,4343.4333351,3154,4086,16039
"1120",2010,1,4,24,37823.666665,2920.633334,3496,2760,11046
"1121",2010,1,4,25,32175.166683,2461.2333353,1368,455,16136
"1122",2010,1,4,26,34459.400006,2182.1666658,526,395,16243
"1123",2010,1,4,27,46015.033334,2479.3666678,2044,6403,18154
"1124",2010,1,4,28,35170.566664,2642,2032,504,14987
"1125",2010,1,5,29,34883.16667,2461.2333337,1488,851,18061
"1126",2010,1,5,30,47378.799989,3933.266665,3240,7544,17891
"1127",2010,1,5,31,29986.599995,2858.6000021,1715,1380,12569
"1128",2010,2,5,1,28229.633346,2079.7333329,1111,367,14623
"1129",2010,2,5,2,35957.2,2186.1333348,0,382,21536
"1130",2010,2,5,3,48383.566661,3061.5333333,2234,8423,21130
"1131",2010,2,5,4,38604.499998,2364.1333338,1074,532,23743
"1132",2010,2,6,5,34981.533355,2382.9666658,902,474,18008
"1133",2010,2,6,6,45216.433364,4943.5666665,4324,2209,17857
"1134",2010,2,6,7,27095.133324,2707.7666659,2736,3837,5546
"1135",2010,2,6,8,43037.300041,2329.1666661,1161,431,19764
"1136",2010,2,6,9,40348.866666,2328.533334,1214,410,19769
"1137",2010,2,6,10,32469.933339,2360.3666646,1219,2976,12232
"1138",2010,2,6,11,22829.466664,2069.1666687,0,330,9916
"1139",2010,2,7,12,31549.966655,2204.7000002,1241,312,15211
"1140",2010,2,7,13,39192.600008,2413.233331,1838,5292,18710
"1141",2010,2,7,14,28139.166657,2077.8666671,1225,320,13191
"1142",2010,2,7,15,34952.200007,2187.8333337,3468,332,16065
"1143",2010,2,7,16,29962.599988,1993.4333335,1945,317,12820
"1144",2010,2,7,17,34242.666679,1992.6666658,2294,6636,10101
"1145",2010,2,7,18,29352.599987,2333.3333329,965,385,14884
"1146",2010,2,8,19,32559.533334,2252.5000011,2124,397,14543
"1147",2010,2,8,20,33062.133343,2520.8000014,3748,382,14470
"1148",2010,2,8,21,45671.899999,2790.9666672,5905,8142,17083
"1149",2010,2,8,22,24567.266648,2677.0666685,1393,2167,10159
"1150",2010,2,8,23,24354.666665,2800.966666,0,3001,8806
"1151",2010,2,8,24,31904.633333,2502.1333325,2260,1682,14315
"1152",2010,2,8,25,31336.733334,2181.3000024,0,474,15120
"1153",2010,2,9,26,35335.933341,2321.8333342,1146,2454,14821
"1154",2010,2,9,27,29417.599992,2539.8333319,3743,441,14358
"1155",2010,2,9,28,11861.09999,2234.4666674,0,487,2952
"1156",2010,3,9,1,21645.466669,2167.9333336,1785,471,7115
"1157",2010,3,9,2,12781.766675,2273.2666659,0,424,3605
"1158",2010,3,9,3,15597.233363,2015.5666678,0,425,7221
"1159",2010,3,9,4,11381.333319,2099.2333334,0,436,2928
"1160",2010,3,10,5,18895.433333,2256.9333335,1108,351,5918
"1161",2010,3,10,6,13245.200002,2325.9666663,0,419,3970
"1162",2010,3,10,7,22874.533341,2232.4666661,0,4674,3679
"1163",2010,3,10,8,42618.299994,4205.6333337,4214,7645,15971
"1164",2010,3,10,9,29335.199993,2801.3000002,846,397,10893
"1165",2010,3,10,10,30377.199992,2171.6333342,1167,375,14916
"1166",2010,3,10,11,32518.166662,2539.7999988,2071,320,15706
"1167",2010,3,11,12,27423.733332,2478.5000004,1691,411,14076
"1168",2010,3,11,13,39716.833329,4422.7,2848,5534,17973
"1169",2010,3,11,14,26111.899991,3343.8666653,3464,918,7101
"1170",2010,3,11,15,29864.166671,2738.5333316,778,436,15053
"1171",2010,3,11,16,25710.833349,2795.5999993,0,457,10083
"1172",2010,3,11,17,33485.500004,3095.8000013,1136,5851,13105
"1173",2010,3,11,18,26044.699999,2770.2333344,1147,570,10845
"1174",2010,3,12,19,27723.06667,3157.9666665,0,596,12591
"1175",2010,3,12,20,15276.7793292308,6216.89487226154,0,1233,1816.92307692308
"1176",2010,3,12,21,29368.5873527692,6259.82179393846,1670,3626,3845.57692307692
"1177",2010,3,12,22,26976.500008,2859.2666687,1142,557,13859
"1178",2010,3,12,23,30369.366674,3110.5666651,2892,1153,13107
"1179",2010,3,12,24,33245.866666,3492.6333332,1075,5832,12817
"1180",2010,3,12,25,27998.066671,3112.6333338,0,611,13797
"1181",2010,3,13,26,27521.400011,3431.3666653,1078,682,12547
"1182",2010,3,13,27,30799.500018,3251.5333327,1067,3080,12483
"1183",2010,3,13,28,29970.233336,4340.4666653,1083,7895,7118
"1184",2010,3,13,29,27045.633338,3451.3666673,0,636,15420
"1185",2010,3,13,30,31774.23334,4678.6333322,1760,571,13765
"1186",2010,3,13,31,32063.366663,3359.6333323,1067,6313,12041
"1187",2010,4,13,1,28124.00001,2407.733333,1780,517,14393
"1188",2010,4,14,2,27477.033348,2548.4333358,0,483,13074
"1189",2010,4,14,3,30087.966675,3444.1666658,1778,648,17694
"1190",2010,4,14,4,28173.13333,3982.9333326,1097,831,12687
"1191",2010,4,14,5,18646.999983,2757.0000021,1755,1436,5503
"1192",2010,4,14,6,30430.866667,2843.5666681,1154,613,12476
"1193",2010,4,14,7,26616.366683,3075.4333352,1077,3440,11362
"1194",2010,4,14,8,27486.999995,2752.3666664,145,669,13322
"1195",2010,4,15,9,20555.833307,2708.0333361,1088,566,10595
"1196",2010,4,15,10,19836.800011,2992.0000007,1044,960,8933
"1197",2010,4,15,11,26719.200002,2916.8000005,5499,554,8851
"1198",2010,4,15,12,23990.433333,2628.8333332,660,611,11949
"1199",2010,4,15,13,25211.733328,2852.3333325,1097,646,13033
"1200",2010,4,15,14,27672.733335,2986.6333338,1132,5871,9194
"1201",2010,4,15,15,31202.966669,2788.9333335,2526,658,15667
"1202",2010,4,16,16,26034.366667,2839.6666664,2837,592,12623
"1203",2010,4,16,17,25961.866661,2497.7000034,553,3124,12571
"1204",2010,4,16,18,24601.76666,2470.5333352,1104,618,12550
"1205",2010,4,16,19,28476.566688,2773.3999999,1230,4255,13474
"1206",2010,4,16,20,30560.466661,2931.7000017,1388,719,16668
"1207",2010,4,16,21,26331.900004,2640.0999985,0,635,12902
"1208",2010,4,16,22,24348.400001,3110.8333352,1062,653,12492
"1209",2010,4,17,23,19675.599988,2952.7333311,0,623,10981
"1210",2010,4,17,24,25306.966656,5113.9666663,4445,1483,8223
"1211",2010,4,17,25,25712.366666,3983.1666678,0,2350,7595
"1212",2010,4,17,26,18045.266681,2773.6666658,1038,460,7635
"1213",2010,4,17,27,20848.999999,2704.6666659,0,545,8539
"1214",2010,4,17,28,14464.299989,3044.7333316,0,578,6035
"1215",2010,4,17,29,18395.400014,2895.2333329,12,679,8102
"1216",2010,4,18,30,18643.799993,3473.2333359,2695,659,6969
"1217",2010,5,18,1,22002.633334,3208.7333349,1984,4885,6751
"1218",2010,5,18,2,36465.166682,3899.6666678,1858,7966,14454
"1219",2010,5,18,3,23521.700003,2553.2000023,980,534,11825
"1220",2010,5,18,4,25282.666674,2570.6666681,0,1018,12007
"1221",2010,5,18,5,30088.466688,2153.3333351,2969,2194,12183
"1222",2010,5,18,6,21654.166672,1978.4000001,0,301,10280
"1223",2010,5,19,7,27400.066703,2419.4000027,1053,332,13602
"1224",2010,5,19,8,25557.033329,2887.0333337,3569,2435,10158
"1225",2010,5,19,9,26108.500015,3423.0666678,2888,2636,9945
"1226",2010,5,19,10,24464.866669,2404.9666681,0,403,12893
"1227",2010,5,19,11,26189.466653,2538.3333343,1156,345,11418
"1228",2010,5,19,12,33923.633347,2663.3000012,1036,4434,16362
"1229",2010,5,19,13,25904.433341,2569.6000014,2124,1477,10528
"1230",2010,5,20,14,28702.433339,2664.7333343,1045,334,16764
"1231",2010,5,20,15,32412.866669,3882.4000021,3347,336,13670
"1232",2010,5,20,16,35007.099998,2739.6999986,3361,3922,11888
"1233",2010,5,20,17,27136.366676,2456.2666678,1014,367,15344
"1234",2010,5,20,18,23686.399975,2494.2000002,0,370,11677
"1235",2010,5,20,19,23779.199996,2520.9000001,2122,659,9864
"1236",2010,5,20,20,19231.633339,2319.0000016,0,369,10101
"1237",2010,5,21,21,21573.266687,2794.9000017,1073,381,10113
"1238",2010,5,21,22,34929.533321,3544.9666671,2278,2441,17454
"1239",2010,5,21,23,24792.600006,4218.3333333,864,416,9541
"1240",2010,5,21,24,22355.533324,3800.6666671,1875,2467,7746
"1241",2010,5,21,25,19977.100024,3397.7666656,474,451,10439
"1242",2010,5,21,26,23131.400011,4026.8333362,914,4500,8530
"1243",2010,5,21,27,22055.70001,3263.9333329,932,443,10669
"1244",2010,5,22,28,23302.733339,2707.8333342,1020,413,11616
"1245",2010,5,22,29,34163.466694,3426.8666671,4057,400,16635
"1246",2010,5,22,30,27761.666679,2948.2000012,2405,2976,9708
"1247",2010,5,22,31,22341.033342,2431.2333315,1710,2171,10461
"1248",2010,6,22,1,21149.400037,2282.8333333,970,400,11858
"1249",2010,6,22,2,16348.300022,2153.9666677,0,656,8454
"1250",2010,6,22,3,23236.433298,2733.9333327,2916,451,12304
"1251",2010,6,23,4,23675.89999,3087.4000006,1695,397,12517
"1252",2010,6,23,5,33494.066657,4899.8333317,10932,1253,12223
"1253",2010,6,23,6,29113.199989,4853.0999989,7609,574,11365
"1254",2010,6,23,7,16868.033348,3068.5000005,1821,488,6737
"1255",2010,6,23,8,22700.566634,3305.5666672,1513,821,11374
"1256",2010,6,23,9,25578.033335,3042.2333331,2774,4269,8255
